stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
788,920956,"HILLCREST DR SE + HILLCREST CHASE LN",,33.781720,-84.551161,,,,,,0
789,920957,"HILLCREST DR SE + SIX FLAGS PKWY",,33.778826,-84.545960,,,,,,0
790,920958,"SIX FLAGS PKWY SW + SILVER ARROW CIR",,33.775675,-84.550112,,,,,,0
791,920959,"SIX FLAGS PKWY SW + SILVER ARROW CIR",,33.775478,-84.550113,,,,,,0
792,920960,"SIX FLAGS PKWY SW + BISHOP RD",,33.777999,-84.546799,,,,,,0
793,920961,"HILLCREST DR SE + HILLCREST CHASE LN",,33.781677,-84.550821,,,,,,0
794,920962,"HILLCREST DR SE + SATTERLEE WOODS LN",,33.783447,-84.553185,,,,,,0
795,920963,"HILLCREST DR SE + BRUMLEY COVE DR",,33.784506,-84.554439,,,,,,0
796,920964,"HILLCREST DR SE + BRIDGEWOOD DR",,33.786951,-84.557870,,,,,,0
797,920965,"HILLCREST DR SE + SOUTH GORDON RD",,33.789358,-84.564532,,,,,,0
798,920966,"S GORDON RD + RIVERSIDE INTERMEDIATE SCHOOL",,33.790785,-84.562967,,,,,,0
799,920967,"MABLETON PKWY SW + SOUTH GORDON RD SW",,33.794214,-84.560914,,,,,,0
800,920968,"MABLETON PKWY SW + TWAIN CIR",,33.799468,-84.565473,,,,,,0
801,920969,"MABLETON PKWY SW + FACTORY SCHOALS RD SW",,33.801628,-84.567175,,,,,,0
802,920970,"OLD ALABAMA RD + MABLETON PKWY",,33.810656,-84.572635,,,,,,0
803,920971,"OLD ALABAMA RD SW + OLD POWDER SPRINGS RD SW",,33.809659,-84.575005,,,,,,0
804,920972,"OLD ALABAMA RD SW + PISGAH RD",,33.809111,-84.577649,,,,,,0
805,920973,"OLD ALABAMA RD SW + SUNSET BLVD",,33.808301,-84.580309,,,,,,0
806,920974,"OLD ALABAMA RD SW + DUNN RD",,33.808162,-84.589127,,,,,,0
807,920975,"OLD ALABAMA RD SW + JAMES RD",,33.808178,-84.597878,,,,,,0
808,920976,"OLD ALABAMA RD SW + HICKORY HILL DR",,33.804757,-84.611458,,,,,,0
809,920977,"OLD ALABAMA RD + SHADYGROVE WALK (not 25 timepoint",,33.802802,-84.617774,,,,,,0
810,920978,"MAXHAM RD + POLDAR WAY",,33.808303,-84.619678,,,,,,0
811,920979,"MAXHAM RD + MAXHAM RD",,33.812614,-84.619066,,,,,,0
812,920980,"AUSTELL RD + LANDINGTON DR",,33.819274,-84.617896,,,,,,0
813,920981,"AUSTELL RD + PERKERSON MILL RD SW",,33.827724,-84.614382,,,,,,0
814,920982,"AUSTELL RD + AUSTELL PLAZA",,33.830285,-84.613073,,,,,,0
815,920983,"AUSTELL RD + ROBERTA CIR EXT",,33.836599,-84.611289,,,,,,0
816,920984,"AUSTELL RD + STALLION PKWY SW",,33.838909,-84.610982,,,,,,0
817,920985,"AUSTELL RD + ELMWOOD DR",,33.846174,-84.609039,,,,,,0
818,920986,"AUSTELL RD + LOWES",,33.851094,-84.605742,,,,,,0
819,920987,"AUSTELL RD + ORANGE GROVE PL",,33.848115,-84.608289,,,,,,0
820,920988,"HURT RD + FLOYD RD",,33.861811,-84.595280,,,,,,0
821,920989,"HURT RD + CREEK FOREST LN",,33.862818,-84.591580,,,,,,0
822,920990,"HURT RD + DYER PARKE LN SW",,33.864216,-84.585332,,,,,,0
823,920991,"HURT RD + TRANQUIL DR",,33.864577,-84.581808,,,,,,0
824,920992,"HURT RD + HICKS RD",,33.863723,-84.575908,,,,,,0
825,920993,"HURT RD + DONALD RD",,33.863539,-84.573609,,,,,,0
826,920994,"HURT RD + S HURT RD",,33.864383,-84.569810,,,,,,0
828,920996,"HURT RD SW + LAKESHORE DR",,33.869832,-84.561049,,,,,,0
829,920997,"HURT RD SW + LAKESHORE DR",,33.869859,-84.558367,,,,,,0
830,920998,"HURT RD SW + BROOKS CT",,33.869744,-84.554468,,,,,,0
831,920999,"HURT RD SE + LUCIA DR",,33.868329,-84.550350,,,,,,0
832,921000,"HURT RD SE + SPRINGBROOK TRAIL",,33.867566,-84.544776,,,,,,0
833,921001,"HURT RD + HURT RD",,33.867173,-84.540780,,,,,,0
834,921002,"CONCORD RD + ALCOTT DR",,33.869383,-84.536889,,,,,,0
835,921003,"CONCORD RD SE + S COBB DR",,33.874526,-84.529186,,,,,,0
836,921004,"CUMBERLAND BLVD + COTTON ST",,33.887091,-84.476188,,,,,,0
837,921005,"CUMBERLAND BLVD + SPRING RD",,33.886696,-84.476126,,,,,,0
839,921007,"17TH ST + VILLAGE DR",,33.789501,-84.403043,,,,,,0
841,921009,"17TH STREET + MARKET ST AM",,33.790924,-84.394294,,,,,,0
844,921012,"CUMBERLAND BLVD + RESIDENCE INN LOOP",,33.885727,-84.476594,,,,,,0
845,921013,"CUMBERLAND BLVD + COTTON ST",,33.884909,-84.476825,,,,,,0
846,921014,"CUMBERLAND PKWY + HOME SERVICES AT HOME DEPOT PARK",,33.869210,-84.475457,,,,,,0
847,921015,"CUMBERLAND PKWY + KAISER PERMANENTE",,33.866997,-84.476801,,,,,,0
848,921016,"CUMBERLAND PKWY + UNIPRO CORPORATE OFFICE/KAISER P",,33.867220,-84.476507,,,,,,0
849,921017,"CUMBERLAND PKWY + HOME SERVICES AT HOME DEPOT PARK",,33.869383,-84.475674,,,,,,0
869,921018,"CUMBERLAND BLVD + AKERS MILL RD SE",,33.877939,-84.464877,,,,,,0
870,921019,"CUMBERLAND BLVD + STILLHOUSE CREEK DR/RIVERWOOD PKWY",,33.877510,-84.463560,,,,,,0
871,921020,"CUMBERLAND BLVD + WALTON RIVERWOOD LN SE / FIRST CITIZENS BANK",,33.875775,-84.459242,,,,,,0
873,921022,"COBB PKWY + GALLERIA PKWY",,33.881835,-84.465853,,,,,,0
875,921024,"WINDY RIDGE PKWY + BOY SCOUTS OF AMERICA",,33.893423,-84.465567,,,,,,0
876,921025,"INTERSTATE N PKWY + WINDY RIDGE PKWY SE / COBB CHAMBER OF COMMERCE",,33.895602,-84.464396,,,,,,0
878,921027,"AKERS MILL RD + CUMBERLAND BLVD",,33.888799,-84.456165,,,,,,0
882,921031,"WINDY RIDGE PKWY + CIRCLE 75 PKWY",,33.892803,-84.466848,,,,,,0
886,921035,"CUMBERLAND PKWY SE + HAMPTON INN",,33.877813,-84.472589,,,,,,0
887,921036,"CUMBERLAND PKWY SE + MT WILKINSON PKWY",,33.871785,-84.474494,,,,,,0
900,921041,"Windy Ridge Pkwy/2500 Windy Ridge  Building",,33.903972,-84.457258,,,,,,0
901,921042,"Windy Ridge Pkwy/2300 Windy Ridge Buiding",,33.905200,-84.460422,,,,,,0
922,921043,"COBB GALLERIA PKWY + CUMBERLAND BLVD",,33.879440,-84.455150,,,,,,0
923,921044,"HERITAGE CT + WINDY RIDGE PKWY",,33.888573,-84.470639,,,,,,0
927,920473,"W PEACHTREE ST + MARTA NORTH AVE STATION PM",,33.772152,-84.387242,,,,,,0
928,920942,"OLD ALABAMA RD + CARDELL RD",,33.801808,-84.619246,,,,,,0
929,921099,"Cumberland Pkwy + Mt. Wilkinson Pkwy",,33.871957,-84.474893,,,,,,0
930,921100,"PARLIAMENT GARDEN WAY + CHANTAL TOMMY BAGWELL EDUC",,34.039659,-84.580878,,,,,,0
931,921101,"Roswell St + Waddell St",,33.952112,-84.547629,,,,,,0
932,921102,"S Marietta Pkwy + Whitlock Ave",,33.951666,-84.552145,,,,,,0
933,921103,"ROSSBACHER WAY + EAST VISITOR PARKING",,33.941037,-84.519936,,,,,,0
934,921104,"Aviation Rd + S Park Dr",,33.945129,-84.526833,,,,,,0
935,921105,"Aviation Rd + S Park Dr",,33.945116,-84.527021,,,,,,0
936,921106,"Roswell St + Dodd St",,33.951050,-84.522196,,,,,,0
937,921107,"Roswell St + Cobb Pkwy",,33.950825,-84.521569,,,,,,0
938,921108,"BARRETT PKWY + COBB PLACE BLVD",,34.007215,-84.571882,,,,,,0
939,921109,"CHEROKEE ST + LAWRENCE ST",,33.953542,-84.548892,,,,,,0
940,921110,"WINDY HILL RD + BOULDERCREST DR",,33.894638,-84.552188,,,,,,0
941,921111,"AVIATION RD + ROSWELL ST",,33.950339,-84.527911,,,,,,0
942,921112,"Aviation Rd + Roswell St",,33.950511,-84.527854,,,,,,0
943,921113,"Gresham Rd + Woolco Dr TT",,33.955765,-84.515799,,,,,,0
944,921114,"COBB PKWY + INDUSTRIAL PARK DR",,33.970944,-84.540036,,,,,,0
945,921115,"TED TURNER DR + W PEACHTREE PL NW/LANIER PARKING",,33.763946,-84.388902,,,,,,0
946,921116,"MARIETTA ST + TED TURNER DR AM",,33.756945,-84.392493,,,,,,0
947,921118,"S COBB DR + RIDGE RD/SMYRNA TOWERS",,33.854842,-84.512927,,,,,,0
948,921119,"BURTON RD + HAMILTON E. HOLMES DR",,33.755725,-84.468774,,,,,,0
